USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
gps            923     1 2796852    260 0                   0 S android.hardware.gnss@2.1-service-qti
system         924     1 2176580   2116 0                   0 S android.hardware.health@2.1-service
root           925     2       0      0 0                   0 I [clnt_req]
system         926     1 2242096    848 0                   0 S android.hardware.ir@1.0-service
system         928     1 2203104   1004 0                   0 S android.hardware.light@2.0-service
system         929     1 2264512   1896 0                   0 S android.hardware.memtrack@1.0-service
system         930     1 2557020    240 0                   0 S android.hardware.neuralnetworks@1.3-service-qti
system         933     1 2248692   2244 0                   0 S android.hardware.power-service
system         949     1 2578828   2008 0                   0 S android.hardware.sensors@2.0-service.multihal
root           951     1 2181452    248 0                   0 S android.hardware.usb@1.2-service-qti
wifi           953     1 2424664    236 0                   0 S android.hardware.wifi@1.0-service
system         954     1 2203564    932 0                   0 S vendor.display.color@1.0-service
system         958     1 2235364   1000 0                   0 S vendor.qti.esepowermanager@1.1-service
system         959     1 2197876   1372 0                   0 S vendor.qti.hardware.capabilityconfigstore@1.0-service
system         960     1 2334164   2596 0                   0 S vendor.qti.hardware.display.allocator-service
system         962     1 2833336    388 0                   0 S vendor.qti.hardware.display.composer-service
system         963     1 2254060    920 0                   0 S dspservice
root           964     1 2244736    244 0                   0 S vendor.qti.hardware.iop@2.0-service
root           965     1 2725544    256 0                   0 S vendor.qti.hardware.perf@2.2-service
system         966     1 2263572    732 0                   0 S vendor.qti.hardware.qccvndhal@1.0-service
system         967     1 2244956    252 0                   0 S vendor.qti.hardware.qteeconnector@1.0-service
system         968     1 2260240    964 0                   0 S vendor.qti.hardware.sensorscalibrate@1.0-service
system         969     1 2363340    256 0                   0 S vendor.qti.hardware.servicetracker@1.2-service
system         978     1 2145712   1036 0                   0 S vendor.qti.hardware.soter@1.0-service
u0_a148       1013   767 5709944    164 0                   0 S com.xiaomi.xmsfkeeper
system        1023     1 2202176   1688 0                   0 S vendor.qti.hardware.tui_comm@1.0-service-qti
system        1024     1 2274896   2572 0                   0 S vendor.qti.hardware.vibrator.service
system        1027     1 2166228   1956 0                   0 S vendor.qti.qspmhal@1.0-service
system        1028     1 2241860    252 0                   0 S fidoca
system        1031     1 2225400    252 0                   0 S vendor.xiaomi.hardware.micharge@1.0-service
system        1035     1 2196464    324 0                   0 S vendor.xiaomi.hardware.misys@1.0-service
system        1038     1 2225216    572 0                   0 S vendor.xiaomi.hardware.misys@2.0-service
system        1041     1 2222908    932 0                   0 S vendor.xiaomi.hardware.misys@3.0-service
root          1044     1 2194472    800 0                   0 S vendor.xiaomi.hardware.misys@4.0-service
system        1045     1 2229620    784 0                   0 S mlipayd@1.1
root          1046     1 2623776   1624 0                   0 S mtd@1.3
system        1047     1 2210696    868 0                   0 S tidad@1.2
system        1048     1   14040    244 0                   0 S vsimd
vendor_qrtr   1050     1 2141996   1240 0                   0 S qrtr-ns
system        1052     1 2210196    760 0                   0 S pd-mapper
system        1053     1 2356368    252 0                   0 S pm-service
audioserver   1076     1 3515608      0 0                   0 S audioserver
credstore     1077     1 2226280   1900 0                   0 S credstore
gpu_service   1079     1 2224820    236 0                   0 S gpuservice
system        1084     1 2832668   3588 0                   0 S surfaceflinger
nobody        1092     1 2198776    240 0                   0 S rmt_storage
vendor_rfs    1093     1 2208040   1168 0                   0 S tftp_server
system        1094     1 2246668    224 0                   0 S sensors.qti
root          1124     2       0      0 0                   0 I [f_mtp]
root          1133     2       0      0 0                   0 I [at_usb0]
root          1134     2       0      0 0                   0 I [at_usb1]
root          1135     2       0      0 0                   0 I [at_usb2]
root          1136     2       0      0 0                   0 I [qdss]
root          1137     2       0      0 0                   0 I [qdss_mdm]
root          1139     2       0      0 0                   0 I [modem]
root          1140     2       0      0 0                   0 I [adsp]
root          1141     2       0      0 0                   0 I [adsp]
root          1142     2       0      0 0                   0 S [irq/106-arm-smm]
root          1159     2       0      0 0                   0 S [irq/284-swr_mas]
root          1160     2       0      0 0                   0 S [irq/285-swr_mas]
root          1235     2       0      0 0                   0 S [irq/297-swr_wak]
root          1276     2       0      0 0                   0 I [cds_recovery_wo]
root          1277     2       0      0 0                   0 S [wlan_logging_th]
root          1306     2       0      0 0                   0 I [kworker/5:4-events]
system        1311     1 2275072    896 0                   0 S pm-proxy
drm           1322     1   25896    264 0                   0 S drmserver
nobody        1323     1 2192144    236 0                   0 S traced_probes
nobody        1328     1 2205836    372 0                   0 S traced
root          1338     1 2265836   1788 0                   0 S dpmd
system        1342     1 2325948    244 0                   0 S dpmQmiMgr
system        1353  1338 2283184    212 0                   0 S dpmd
root          1389     1 3322240    224 0                   0 S mi_thermald
system        1390     1 2714480    236 0                   0 S shelld
root          1391     1 2225196   1380 0                   0 S fdpp
u0_a152       1393   767 5657372    168 0                   0 S org.ifaa.aidl.manager
cameraserver  1396     1 2825664   2104 0                   0 S cameraserver
incidentd     1399     1 2199240   1892 0                   0 S incidentd
root          1402     1 2207672   1308 0                   0 S millet_monitor
root          1411     1 2226104   1328 0                   0 S millet_monitor
root          1446     1 2213816   1312 0                   0 S millet_monitor
root          1463     1 2358668   1496 0                   0 S installd
mediaex       1467     1 2694468   2540 0                   0 S media.extractor
media         1469     1 2543064    256 0                   0 S media.metrics
media         1473     1   80556      0 0                   0 S mediaserver
root          1475     1 2386028    252 0                   0 S miuibooster
root          1477     1 2403400   4472 0                   0 S storaged
wifi          1481     1 2295336    244 0                   0 S wificond
system        1482     1 2390500    540 0                   0 S perfservice
system        1485     1   18676    248 0                   0 S wfdhdcphalservice
mediacodec    1486     1   87724    524 0                   0 S media.codec
system        1488     1 2548492    252 0                   0 S cnd
system        1490     1   20792    232 0                   0 S wifidisplayhalservice
radio         1492     1 2214144    732 0                   0 S imsqmidaemon
radio         1496     1 2274248   1044 0                   0 S ipacm-diag
radio         1498     1 3842728    256 0                   0 S netmgrd
radio         1501     1 2285300    212 0                   0 S port-bridge
system        1502     1 2276988    672 0                   0 S adsprpcd
media         1505     1 2243404    896 0                   0 S adsprpcd
system        1506     1 2319996    724 0                   0 S cdsprpcd
system        1512     1   13264    244 0                   0 S wfdvndservice
mediacodec    1516     1 4361752    120 0                   0 S media.swcodec
system        1528     1 2294656   1132 0                   0 S cnss-daemon
radio         1530     1    7564    248 0                   0 S ssgqmigd
gps           1534     1 2241928    228 0                   0 S mlid
gps           1536     1 2178992    220 0                   0 S loc_launcher
system        1538     1 2231800    356 0                   0 S ATFWD-daemon
system        1541     1 2253724    132 0                   0 S tloc_daemon
system        1544     1 2266760   2936 0                   0 S gatekeeperd
system        1551     1 2522640    228 0                   0 S qcc-trd
gps           1567  1536 2281580    248 0                   0 S lowi-server
gps           1569  1536 2381656    240 0                   0 S xtra-daemon
radio         1570     1 4173028      0 0                   0 S qcrild
radio         1631     1 3971500      0 0                   0 S qcrild
root          1636     1 2170048   1768 0                   0 S msm_irqbalance
radio         1656     1 2247272    588 0                   0 S qti
radio         1663     1 2554332    232 0                   0 S imsdatadaemon
system        1665     1 2295408    220 0                   0 S hvdcp_opti
radio         1666     1 2296376    424 0                   0 S adpl
system        1708   767 12145784 143072 0                  0 S system_server
root          1719     2       0      0 0                   0 S [glink_modem]
root          1720     2       0      0 0                   0 S [qrtr_rx]
radio         1788     1 2351920    252 0                   0 S imsrcsd
system        1951     1 2205684    228 0                   0 S vendor.silead.hardware.fingerprintext@1.0-service
root          2068     2       0      0 0                   0 I [ipawq34]
root          2069     2       0      0 0                   0 I [iparepwq34]
root          2070     2       0      0 0                   0 I [ipataskletwq34]
root          2072     2       0      0 0                   0 I [ipawq35]
root          2073     2       0      0 0                   0 I [iparepwq35]
root          2074     2       0      0 0                   0 I [ipataskletwq35]
u0_a210       2262   767 5729084    208 0                   0 S com.qualcomm.qti.services.systemhelper:systemhelper_service
radio         2270     1 2393816     60 0                   0 S ims_rtp_daemon
u0_a130       2543   767 6126336    332 0                   0 S com.miui.analytics
webview_zygote 2683  767 22925412  2924 0                   0 S webview_zygote
network_stack 2759   767 6129988    172 0                   0 S com.android.networkstack.process
radio         2773   767 5995168    256 0                   0 S .dataservices
u0_a153       2789   767 5891716    228 0                   0 S .qtidataservices
u0_a218       2806   767 5922248    176 0                   0 S org.codeaurora.ims
secure_element 2820  767 5692696    140 0                   0 S com.android.se
finddevice    2831   767 6568312      0 0                   0 S com.xiaomi.finddevice
u0_a192       2844   767 5711208    136 0                   0 S com.qualcomm.qti.devicestatisticsservice
radio         2858   767 6991088   4396 0                   0 S com.android.phone
system        2870   768 1345216    156 0                   0 S com.qualcomm.qti.qdma
system        2884   768 2099996   2516 0                   0 S com.android.systemui
root          3261     2       0      0 0                   0 I [kworker/3:0H-kblockd]
u0_a200       3319   767 6182704    424 0                   0 S com.google.android.apps.messaging:rcs
system        3701     1 2159576   1668 0                   0 S charge_logger
system        3710     1 2415316   2484 0                   0 S mcd
system        3728     1 2214152   1720 0                   0 S qspmsvc
root          3737     1 2800268    232 0                   0 S thermal-engine
root          3738     1 2168600    868 0                   0 S MI_RIC
root          3827     2       0      0 0                   0 S [irq/47-1b8e300.]
system        3945   768 1352252    264 0                   0 S com.miui.touchassistant:float
u0_a165       3964   767 6051700    204 0                   0 S com.google.android.ims
u0_a215       3995   767 5786664    136 0                   0 S com.qualcomm.location
root          4209     2       0      0 0                   0 S [kworker/u16:20+LPASS_DCI]
u0_a234       4263   767 7100500      0 0                   0 S com.google.android.providers.media.module
system        4311   768 1318024    164 0                   0 S com.goodix.fingerprint
system        4329   768 1318888    116 0                   0 S com.huaqin.sarcontroller
system        4360   768 1326204    156 0                   0 S com.xiaomi.barrage
system        4389   768 1376252    196 0                   0 S com.miui.daemon
system        4410   768 1317804    116 0                   0 S com.silead.fingerprint
u0_a228       4548   767 5823136    180 0                   0 S com.qualcomm.qti.workloadclassifier
shell         4570     1 2315560   1760 0                   0 S adbd
system        4580   768 1322428    212 0                   0 S com.qualcomm.qti.services.secureui:sui_service
system        4613   767 5821952    120 0                   0 S com.miui.face
root          4804     2       0      0 0                   0 I [kworker/0:4-events]
u0_a102       4835   767 6048700  35300 0                   0 S com.miui.miwallpaper
root          5030     2       0      0 0                   0 I [kworker/6:1H-kblockd]
u0_a62        5082   767 6082144    196 0                   0 S com.lbe.security.miui
system        6010   767 6414424    256 0                   0 S com.miui.powerkeeper
system        6022   767 5981992    168 0                   0 S com.xiaomi.joyose
root          6098     2       0      0 0                   0 I [kworker/u17:3-fsverity_read_queue]
root          6099     2       0      0 0                   0 I [kworker/u17:5-dwc_wq]
root          6102     2       0      0 0                   0 I [kworker/u17:12-fsverity_read_queue]
root          6103     2       0      0 0                   0 I [kworker/u17:16-fsverity_read_queue]
u0_a68        6580   767 7517444  12060 0                   0 S com.miui.gallery
u0_a87        6797   767 26165532  3648 0                   0 S com.miui.home
root          6847     2       0      0 0                   0 I [kworker/3:1-events]
root          6986     2       0      0 0                   0 I [kworker/1:1-mm_percpu_wq]
root          7004     2       0      0 0                   0 I [kworker/u17:0-fsverity_read_queue]
root          7010     2       0      0 0                   0 I [kworker/u16:3-kverityd]
u0_a124       7353   767 6534000      0 0                   0 S com.xiaomi.xmsf
u0_a79        7507   767 6258424    148 0                   0 S com.facebook.services
root          7538     2       0      0 0                   0 I [kworker/4:1-events]
u0_a195       7543   767 5821712    164 0                   0 S com.qti.phone
root          8088     2       0      0 0                   0 I [kworker/7:2-mm_percpu_wq]
root          8260     2       0      0 0                   0 I [kworker/0:0-events]
root          8454     2       0      0 0                   0 I [kworker/3:0-events]
root          8517     2       0      0 0                   0 I [kworker/6:1-events_power_efficient]
root          8904   766 2183076   1872 0                   0 S iptables-restore
root          8907   766 2170788   1924 0                   0 S ip6tables-restore
u0_a96        9123   767 6953760   1556 0                   0 S com.xiaomi.mipicks
root          9443     2       0      0 0                   0 I [kworker/0:0H-kblockd]
root          9629     2       0      0 0                   0 I [kworker/1:0-events]
u0_a248       9634   767 25521868     0 0                   0 S com.facemoji.lite.xiaomi
root          9681     2       0      0 0                   0 I [kworker/u16:11-kverityd]
root          9690     2       0      0 0                   0 I [kworker/u16:13-ufs_pm_qos_0]
root          9692     2       0      0 0                   0 I [kworker/u16:14-kverityd]
root          9694     2       0      0 0                   0 I [kworker/u16:19-adb]
root          9696     2       0      0 0                   0 I [kworker/u16:23-adb]
root          9698     2       0      0 0                   0 S [kworker/u16:25+LPASS_DATA]
root          9699     2       0      0 0                   0 I [kworker/u16:29-kverityd]
root          9701     2       0      0 0                   0 S [kworker/u16:31+MODEM_DATA]
root          9760     2       0      0 0                   0 I [kworker/6:0H-kblockd]
root          9769     2       0      0 0                   0 I [kworker/4:0-events]
root          9829     2       0      0 0                   0 I [kworker/6:4-events_power_efficient]
root          9930     2       0      0 0                   0 I [kworker/5:0H-kblockd]
system       10425     1 2177260   1328 0                   0 S subsystem_ramdump_system
system       10509   767 7085420    400 0                   0 S com.miui.securitycenter.remote
system       10955   767 6092628  23180 0                   0 S com.android.settings
root         11026     2       0      0 0                   0 I [kworker/4:0H-kblockd]
u0_i9415     13352  2683 22464244   144 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
u0_a174      13616   767 24752560  6812 0                   0 S com.google.android.gms
u0_a111      13667   767 5969012    144 0                   0 S com.miui.guardprovider
root         13831     2       0      0 0                   0 I [kworker/3:1H-kblockd]
u0_a174      14118   767 7258256   8848 0                   0 S com.google.android.gms.persistent
u0_a297      16418   767 7839076  37612 0                   0 S com.indus.appstore
u0_a255      16831   767 7211964  61628 0                   0 S com.whatsapp
u0_a65       16968   767 5882004  40404 0                   0 S android.process.acore
u0_a139      17035   767 5733496  39660 0                   0 S com.miui.core
u0_a239      17101   767 6110956      0 0                   0 S com.google.android.permissioncontroller
u0_a460      17162   767 8047004  28424 0                   0 S com.Slack
u0_a434      17694   767 8161892  24732 0                   0 S com.google.android.apps.photos
root         17790     2       0      0 0                   0 I [kworker/0:2H-kblockd]
root         17861     2       0      0 0                   0 I [kworker/1:4-events]
root         17942     2       0      0 0                   0 I [kworker/7:0H-kblockd]
root         17947     2       0      0 0                   0 I [kworker/1:1H]
root         17948     2       0      0 0                   0 I [kworker/2:0H]
root         17966     2       0      0 0                   0 I [kworker/3:2-events]
root         17967     2       0      0 0                   0 I [kworker/2:1-events]
root         17998     2       0      0 0                   0 I [kworker/0:2-events]
system       18042   767 6153032  61908 0                   0 S com.miui.securitycenter:ui
root         18125     2       0      0 0                   0 I [kworker/u17:1-fsverity_read_queue]
root         18127     2       0      0 0                   0 I [kworker/7:0]
system       18128   767 5735348  49116 0                   0 S com.miui.screenrecorder
root         18147     2       0      0 0                   0 I [kworker/5:0]
u0_a100      18191   767 6141804  82328 0                   0 S com.milink.service
u0_a100      18213   767 5924272  56132 0                   0 S com.milink.runtime
root         18221     2       0      0 0                   0 I [kworker/0:1H]
root         18250     2       0      0 0                   0 I [kworker/1:0H]
u0_a64       18265   767 7576612 103324 0                   0 S com.android.camera
u0_a237      18295   767 6658472    260 0                   0 S com.google.android.ext.services
root         18349     2       0      0 0                   0 I [kworker/u17:2-fsverity_read_queue]
root         18350     2       0      0 0                   0 I [kworker/2:0-events]
root         18351     2       0      0 0                   0 I [kworker/2:3-events]
u0_a233      18361   767 5695492  62024 0                   0 S com.google.android.cellbroadcastreceiver
u0_a230      18362   767 5674952    152 0                   0 S com.android.smspush
root         18394     2       0      0 0                   0 I [kworker/2:4]
root         18399     2       0      0 0                   0 I [kworker/u17:4-fsverity_read_queue]
u0_a458      18404   767 7870380 100820 0                   0 S com.axis.mobile
u0_a115      18615   767 6183068  69372 0                   0 S com.facebook.appmanager
u0_a81       18659   767 5710448  51048 0                   0 S com.facebook.system
root         18690     2       0      0 0                   0 I [kworker/u16:0-adb]
shell        18708  4570 2220104   4188 0                   0 R ps
root         21325     2       0      0 0                   0 I [kworker/u17:9-fsverity_read_queue]
wifi         23225     1 2280920   1740 0                   0 S hostapd
root         23242     2       0      0 0                   0 S [scheduler_threa]
root         23243     2       0      0 0                   0 S [cds_ol_rx_threa]
dns_tether   23271   766 2168788   1800 0                   0 S dnsmasq
root         23621     2       0      0 0                   0 I [kworker/7:2H-kblockd]
root         23622     2       0      0 0                   0 I [kworker/2:2H-kblockd]
root         23954     2       0      0 0                   0 I [kworker/4:1H-kblockd]
root         25163     2       0      0 0                   0 I [kworker/2:2-events]
root         25579     2       0      0 0                   0 I [kworker/u16:16-ufs_pm_qos_0]
root         25978     2       0      0 0                   0 I [kworker/5:1H-kblockd]
radio        26651   767 5675880    140 0                   0 S com.qualcomm.qti.modemtestmode
bluetooth    27055   767 6022488    152 0                   0 S com.xiaomi.bluetooth
root         27181     2       0      0 0                   0 I [kworker/u16:27-ufs_pm_qos_0]
root         27188     2       0      0 0                   0 I [kworker/u16:28-memlat_wq]
system       27204   768 1320824    700 0                   0 S com.huaqin.sarcontroller:controller
u0_a231      27282   767 5746092    164 0                   0 S com.qualcomm.telephony
u999_a130    27549   767 5947652   3864 0                   0 S com.miui.analytics
u0_a176      27650   767 25264272   336 0                   0 S com.google.android.googlequicksearchbox:googleapp
system       28159   768 1318104    144 0                   0 S com.huaqin.diaglogger
u0_i9702     28366  2683 268764736    0 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
system       28686   768 1320440    144 0                   0 S com.qti.diagservices
u0_i9657     29458  2683 22446760   148 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         29867     2       0      0 0                   0 S [kworker/u16:6+CDSP_DATA]
bluetooth    30019   767 6377020    144 0                   0 S com.android.bluetooth
u0_a59       30811   767 5963776  11776 0                   0 S android.process.media
u0_a156      31324   767 5657408    168 0                   0 S org.mipay.android.manager
u0_a176      31411   767 7221664    152 0                   0 S com.google.android.googlequicksearchbox:interactor
u0_a146      31786   767 23348492   472 0                   0 S com.miui.msa.global
u0_a159      32352   767 5674820    260 0                   0 S com.tencent.soter.soterserver
u0_a57       32385   767 5680388    172 0                   0 S system
root         32454     2       0      0 0                   0 I [kworker/1:2H-kblockd]
